timestamp,consent,a_1_student_id,a_2_gender,a_3_class_group,b_1_i_enjoyed_the_course,b_2_classes_started_and_ended_on_time,b_3_participative_learning_environment,b_4_subject_content_delivered_according_to_course_outline_and_my_expectations,b_5_topics_were_clear_and_logically_developed,b_6_developed_my_oral_and_writing_skills,b_7_developed_my_reflective_and_critical_reasoning_skills,b_8_the_assessment_methods_assisted_me_to_learn,b_9_received_relevant_feedback,b_10_read_recommended_readings_and_notes,b_11_used_the_elearning_material_posted,c_1_principles_of_business_intelligence_and_the_dataops_philosophy,c_2_data_engineering_and_data_analytics,c_3_dashboarding_for_business-facing_and_customer-facing_analytics,c_4_regression_and_classification,c_5_clustering_and_association_rule_mining,c_6_serving_ml_models_through_a_restish_api_using_flask_in_python,c_7_time-series_analysis_time-series_forecasting_and_neural_networks,c_8_natural_language_processing,d_1_python_as_a_programming_language,d_2_vs_code_and_pycharm_for_coding_in_python,d_3_r_as_a_programming_language,d_4_r_studio_for_coding_in_r,d_5_jupyter_notebook_for_documenting_data_analytics_and_predictive_modelling_workflows,d_6_git_and_github,d_7_docker_for_containerization,d_8_power_bi_for_data_visualization,d_9_dbeaver_and_datagrip_for_data_management,d_10_postman_for_api_testing,d_11_flask_and_gunicorn_for_serving_ml_models,d_12_joblib_for_serialization_and_deserialization_of_models_as_pickle_files,d_13_slack_for_casual_communication_with_a_data_team,e_1_group_work,e_2_quizzes_at_the_end_of_each_module,e_3_lab_manuals,e_4_required_lab_work_submissions_at_the_end_of_each_module,e_5_labs_that_require_you_to_use_git_to_work_in_a_team_as_opposed_to_working_alone,e_6_labs_that_have_hidden_bonus_marks_or_advanced_level_submissions_for_extra_marks_in_addition_to_the_baseline,e_7_supplementary_videos_to_watch_as_an_additional_explanation_of_a_topic,e_8_supplementary_content_to_read,e_9_lecture_slides_used_during_the_class,e_10_lecture_notes_on_some_of_the_lecture_slides,e_11_the_quality_of_the_lectures_given,e_12_the_separation_of_theory_during_virtual_classes_and_practicals_during_in-person_classes,f_1_In_your_opinion_which_topics_(if_any)_should_be_added_to_the_Business_Intelligence_I_and_II_curriculum,f_2_In_your_opinion_which_topics_(if_any)_should_be_removed_from_the_Business_Intelligence_I_and_II_curriculum,f_3_Write_at_least_two_things_you_liked_about_the_teaching_and_learning_in_this_course,f_4_Write_at_least_one_recommendation_to_improve_the_teaching_and_learning_in_this_course_(for_future_classes),average_course_evaluation_rating,sentiment,average_level_of_learning_attained_rating,average_level_of_skills_and_competencies_rating,average_pedagogical_strategy_effectiveness_rating,absenteeism_percentage,text,clean_topic_text,dominant_topic,topic_probability,topic_label,clean_sentiment_text,predicted_sentiment,sentiment_confidence
06-11-25 12:04,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",55,Male,Group C,4,5,5,5,5,3,4,5,4,2,5,3,3,3,3,4,3,5,3,4,5,2,2,4,5,2,2,3,2,2,2,4,5,5,5,5,5,4,3,2,5,3,2,2,,,"the labs had notebooks where we could learn from, Real life applications",The slides are too bulky making it discouraging to read,4.2727,neutral,3.375,3.0,3.8333,21.74,"the labs had notebooks where we could learn from, Real life applications The slides are too bulky making it discouraging to read",the labs had notebooks where we could learn from real life applications the slides are too bulky making it discouraging to read,4,0.9316119027765882,Assessment Methods and Feedback,lab notebook could learn real life application slide bulky making discouraging read,neutral,0.4875
06-11-25 12:04,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",56,Male,Group C,3,3,3,3,4,2,3,2,3,3,3,4,4,3,4,4,2,4,3,3,5,4,5,5,4,5,4,4,4,4,5,4,4,5,4,4,3,4,4,4,5,4,4,5,,,"Timeliness, group work",Less difficult cats,2.9091,negative,3.5,4.3077,4.1667,13.04,"Timeliness, group work Less difficult cats",timeliness group work less difficult cats,1,0.8658462883648762,Teaching Quality and Engagement,timeliness group work le difficult cat,negative,0.417
06-11-25 12:04,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",57,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,3,5,5,5,5,5,5,4,4,5,4,5,4,5,4,5,4,4,5,5,5,5,5,4,4,5,5,4,4,Learning more on postman,,"How to predict stocks
Visualization of data",Using r studio,5.0,positive,4.25,4.5385,4.5833,17.39,"How to predict stocks
Visualization of data Using r studio",how to predict stocks visualization of data using r studio,4,0.7990460788974462,Assessment Methods and Feedback,predict stock visualization data using studio,positive,0.4745
06-11-25 12:05,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",58,Female,Group C,3,5,4,5,5,3,4,5,4,4,4,4,4,3,3,4,2,3,1,2,4,3,3,4,5,1,3,1,1,1,1,3,4,3,5,4,4,5,2,1,4,4,3,4,"None, everything is okay",Natural Language Processing,"The lab instructions
The group works
The practical examples used.
The journals",To reduce the content a bit,4.1818,neutral,3.0,2.4615,3.5833,4.35,"The lab instructions
The group works
The practical examples used.
The journals To reduce the content a bit",the lab instructions the group works the practical examples used the journals to reduce the content a bit,0,0.9323436222596732,Course Content and Structure,lab instruction group work practical example used journal reduce content bit,positive,0.4014
06-11-25 12:05,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",59,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,3,4,3,4,4,3,3,4,5,3,5,3,5,3,3,4,5,5,5,5,5,4,5,4,5,5,5,5,More depth into Power BI,,"Quizzes at the end of each module.
Labs for each module.",Some form of certification after completing the course.,5.0,positive,4.0,3.7692,4.8333,8.7,"Quizzes at the end of each module.
Labs for each module. Some form of certification after completing the course.",quizzes at the end of each module labs for each module some form of certification after completing the course,1,0.8993989066214618,Teaching Quality and Engagement,quiz end module lab module form certification completing course,positive,0.4824
06-11-25 12:05,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",60,Male,Group C,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,5,3,5,5,4,4,4,4,4,5,3,3,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,None in my opinion,All are perfectly developed in the curriculum,Participative class and involving labs,Shorter documents as slides,4.9091,positive,4.375,3.9231,5.0,17.39,Participative class and involving labs Shorter documents as slides,participative class and involving labs shorter documents as slides,3,0.8603189143888925,Learning Resources and Materials,participative class involving lab shorter document slide,positive,0.4349
06-11-25 12:06,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",61,Female,Group C,4,5,5,5,5,4,5,5,5,5,5,4,3,4,3,3,3,3,3,4,4,4,4,3,4,3,4,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,,,"1. Practical Application of Concepts: I liked that the course didn’t just focus on theory but also emphasized hands-on learning. Using real-world datasets and BI tools allowed me to see how concepts like data visualization, dashboards, and reporting apply directly to business decision-making.
2.Interactive Learning Environment: I appreciated how the teaching encouraged interaction through discussions, case studies, and group projects. This approach helped me understand complex topics like data analytics, predictive modeling, and KPIs more effectively because I could learn from both the lecturer and my peers.",,4.8182,positive,3.25,3.6154,5.0,13.04,"1. Practical Application of Concepts: I liked that the course didn’t just focus on theory but also emphasized hands-on learning. Using real-world datasets and BI tools allowed me to see how concepts like data visualization, dashboards, and reporting apply directly to business decision-making.
2.Interactive Learning Environment: I appreciated how the teaching encouraged interaction through discussions, case studies, and group projects. This approach helped me understand complex topics like data analytics, predictive modeling, and KPIs more effectively because I could learn from both the lecturer and my peers. ",practical application of concepts i liked that the course didn t just focus on theory but also emphasized hands on learning using real world datasets and bi tools allowed me to see how concepts like data visualization dashboards and reporting apply directly to business decision making interactive learning environment i appreciated how the teaching encouraged interaction through discussions case studies and group projects this approach helped me understand complex topics like data analytics predictive modeling and kpis more effectively because i could learn from both the lecturer and my peers,4,0.9811823001248636,Assessment Methods and Feedback,practical application concept liked course focus theory also emphasized hand learning using real world datasets bi tool allowed see concept like data visualization dashboard reporting apply directly business decision making interactive learning environment appreciated teaching encouraged interaction discussion case study group project approach helped understand complex topic like data analytics predictive modeling kpis effectively could learn lecturer peer,positive,0.6453
06-11-25 12:06,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",62,Female,Group C,5,5,5,5,5,2,5,4,4,5,5,3,4,5,4,5,3,5,4,3,3,3,3,3,4,4,5,2,2,4,3,3,5,5,5,4,4,5,5,5,5,5,5,5,It's okay,,"The group works
The content",Please the notes are alot and if it's a sitin cat if alot is covered kindly consider open book cats.,4.5455,neutral,4.125,3.2308,4.8333,4.35,"The group works
The content Please the notes are alot and if it's a sitin cat if alot is covered kindly consider open book cats.",the group works the content please the notes are alot and if it s a sitin cat if alot is covered kindly consider open book cats,0,0.9195300343739656,Course Content and Structure,group work content please note alot sitin cat alot covered kindly consider open book cat,neutral,0.4917
06-11-25 12:06,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",63,Male,Group C,4,5,5,5,5,3,5,5,5,5,5,4,4,4,4,4,4,3,2,4,5,3,3,4,5,3,3,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,The ones that are there are already enough,,It is very practical. Every topic had a lab.,There is so much content in this unit as a whole and the theory becomes hard to grasp,4.7273,positive,3.625,3.6154,5.0,25.0,It is very practical. Every topic had a lab. There is so much content in this unit as a whole and the theory becomes hard to grasp,it is very practical every topic had a lab there is so much content in this unit as a whole and the theory becomes hard to grasp,4,0.91851247519668,Assessment Methods and Feedback,practical every topic lab much content unit whole theory becomes hard grasp,negative,0.4344
06-11-25 12:07,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",64,Female,Group C,5,5,5,5,5,3,5,5,5,3,5,5,4,4,3,5,5,5,4,3,4,3,2,3,4,2,2,1,4,4,3,5,4,5,4,4,4,4,5,4,5,5,5,4,None. The topics that are already there are quite exhaustive and cover pretty much what I thought entailed BI,Regression and classification. The module was quite hard to understand especially the different types of Regression models,"The material was delivered well. Like even though some topics were quite hard to understand the lecturer explained the content well without assuming we knew stuff.
The assignments given were good. Like they were comprehensive enough buy not too stressful to do
",The answers for the quiz should be provided after like we've done them for revision purposes,4.6364,positive,4.375,3.0769,4.4167,0.0,"The material was delivered well. Like even though some topics were quite hard to understand the lecturer explained the content well without assuming we knew stuff.
The assignments given were good. Like they were comprehensive enough buy not too stressful to do
 The answers for the quiz should be provided after like we've done them for revision purposes",the material was delivered well like even though some topics were quite hard to understand the lecturer explained the content well without assuming we knew stuff the assignments given were good like they were comprehensive enough buy not too stressful to do the answers for the quiz should be provided after like we ve done them for revision purposes,4,0.9647985620883168,Assessment Methods and Feedback,material delivered well like even though topic quite hard understand lecturer explained content well without assuming knew stuff assignment given good like comprehensive enough buy not stressful answer quiz provided like done revision purpose,neutral,0.3848
06-11-25 12:07,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",65,Male,Group C,3,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,It was more of practical than theory,To reduce the contents of the notes the pages are too much,4.7273,positive,4.0,4.0769,4.0,8.7,It was more of practical than theory To reduce the contents of the notes the pages are too much,it was more of practical than theory to reduce the contents of the notes the pages are too much,0,0.5723021815236903,Course Content and Structure,practical theory reduce content note page much,neutral,0.4131
06-11-25 12:09,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",66,Male,Group C,4,4,4,4,4,3,4,5,5,3,4,5,4,5,4,5,4,5,4,5,5,4,3,5,5,5,5,4,4,4,5,4,4,3,4,3,4,5,5,5,3,3,4,4,data governance,"none , i think all topics are appropriate to this level","The labs were engaging 
The classes were lively
",take away assignments,4.0,neutral,4.5,4.4615,3.9167,17.39,"The labs were engaging 
The classes were lively
 take away assignments",the labs were engaging the classes were lively take away assignments,4,0.8369965731513109,Assessment Methods and Feedback,lab engaging class lively take away assignment,positive,0.4628
06-11-25 12:11,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",67,Male,Group C,3,5,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,I am content,Null,"It was vast and informative 
It exposed me to very interesting knowledge",Less slides,4.0909,neutral,3.0,3.3846,4.0,17.39,"It was vast and informative 
It exposed me to very interesting knowledge Less slides",it was vast and informative it exposed me to very interesting knowledge less slides,1,0.8645142147656383,Teaching Quality and Engagement,vast informative exposed interesting knowledge le slide,neutral,0.4302
06-11-25 12:14,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",68,Male,Group C,4,5,5,5,3,3,4,4,4,5,5,5,5,5,4,5,4,4,4,3,3,2,2,4,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,,,Interactive and Engaging,,4.2727,neutral,4.5,3.0769,3.1667,17.39,Interactive and Engaging ,interactive and engaging,4,0.7319326338013545,Assessment Methods and Feedback,interactive engaging,positive,0.5266
06-11-25 12:17,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",69,Female,Group C,4,5,5,5,5,4,4,4,5,5,5,3,4,3,4,4,3,5,4,3,5,4,5,5,4,3,4,5,4,4,5,5,5,4,5,5,4,5,5,4,5,5,4,5,I feeel like databases and any information concerning databases,none,"I liked that it was more practical it keeps the unit interesting other than learning theory online
I liked that the lecturer had a lot of course work for us that will help boost our grades","I feel like for this unit it should be held in parts of the school where the WIFI is 
stable",4.6364,positive,3.75,4.3077,4.6667,33.33,"I liked that it was more practical it keeps the unit interesting other than learning theory online
I liked that the lecturer had a lot of course work for us that will help boost our grades I feel like for this unit it should be held in parts of the school where the WIFI is 
stable",i liked that it was more practical it keeps the unit interesting other than learning theory online i liked that the lecturer had a lot of course work for us that will help boost our grades i feel like for this unit it should be held in parts of the school where the wifi is stable,1,0.9455189969200182,Teaching Quality and Engagement,liked practical keep unit interesting learning theory online liked lecturer lot course work u help boost grade feel like unit held part school wifi stable,positive,0.5058
06-11-25 12:17,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",70,Male,Group C,5,5,5,4,5,5,4,5,4,4,5,5,5,3,4,5,5,5,4,5,5,3,3,4,4,3,4,3,4,5,5,4,5,5,5,4,4,4,5,5,5,5,4,5,I think the course exceeded my expectations and I'm really happy with the topics,None in my opinion,"I loved that most of these concepts were tied down to a real world application 

I also liked that the lecturer created pre-designed labs to help us understand a concept, before attempting it on our own",Breaking down of topics with many slides will help. I think the brain gets drained when we see very many slides on one topic alone,4.6364,positive,4.5,4.0,4.6667,21.74,"I loved that most of these concepts were tied down to a real world application 

I also liked that the lecturer created pre-designed labs to help us understand a concept, before attempting it on our own Breaking down of topics with many slides will help. I think the brain gets drained when we see very many slides on one topic alone",i loved that most of these concepts were tied down to a real world application i also liked that the lecturer created pre designed labs to help us understand a concept before attempting it on our own breaking down of topics with many slides will help i think the brain gets drained when we see very many slides on one topic alone,0,0.8140341257606616,Course Content and Structure,loved concept tied real world application also liked lecturer created pre designed lab help u understand concept attempting breaking topic many slide help think brain get drained see many slide one topic alone,positive,0.4589
06-11-25 12:17,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",71,Male,Group C,4,5,5,5,5,4,5,5,5,5,3,4,4,5,4,4,4,5,5,4,4,3,3,5,4,4,5,3,3,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,"More labs for Power BI in regard to using DAX Functions and quick measure, Power Query + scripting module, which would be a useful dashboarding skill for aspiring data analysts. More lab explanations on Docker and its practical implementation, with the use of LLMs.","Heavy OLAP cube design (multi-week focus on MOLAP/ROLAP) and Deep theoretical proofs in data warehousing (formal normalisation proofs, algorithmic complexity proofs) and technologies like Apache Kafka.","Clear and structured presentation of complex information, making it easier to understand key concepts and data.
","More Interactive classes with an emphasis on visual aids to explain complex topics, e.g., videos, Case studies, and real-life applications of the technologies and tools, and their relevance. Practical focus on real-world applications and strategic insights, which helps connect theory to actionable outcomes.",4.6364,positive,4.375,3.8462,4.25,17.39,"Clear and structured presentation of complex information, making it easier to understand key concepts and data.
 More Interactive classes with an emphasis on visual aids to explain complex topics, e.g., videos, Case studies, and real-life applications of the technologies and tools, and their relevance. Practical focus on real-world applications and strategic insights, which helps connect theory to actionable outcomes.",clear and structured presentation of complex information making it easier to understand key concepts and data more interactive classes with an emphasis on visual aids to explain complex topics e g videos case studies and real life applications of the technologies and tools and their relevance practical focus on real world applications and strategic insights which helps connect theory to actionable outcomes,4,0.9731424650908972,Assessment Methods and Feedback,clear structured presentation complex information making easier understand key concept data interactive class emphasis visual aid explain complex topic video case study real life application technology tool relevance practical focus real world application strategic insight help connect theory actionable outcome,positive,0.5344
06-11-25 12:18,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",72,Female,Group C,5,5,5,4,5,4,5,5,4,4,3,4,4,3,4,3,3,4,4,4,5,3,3,4,4,3,4,3,3,4,4,3,5,4,5,5,4,4,4,4,5,5,4,5,I think I'm satisfied with the curriculum,,"The videos we watched explaining how some of the concepts we learn are implemented in the real world
I also liked the topic on time series forecasting, and the use case we focused on: the stock market.","For topics with large content, it would be better to break down the slides. Reading notes from more than 200 slides can be daunting mentally.",4.4545,neutral,3.625,3.6154,4.5,13.04,"The videos we watched explaining how some of the concepts we learn are implemented in the real world
I also liked the topic on time series forecasting, and the use case we focused on: the stock market. For topics with large content, it would be better to break down the slides. Reading notes from more than 200 slides can be daunting mentally.",the videos we watched explaining how some of the concepts we learn are implemented in the real world i also liked the topic on time series forecasting and the use case we focused on the stock market for topics with large content it would be better to break down the slides reading notes from more than slides can be daunting mentally,0,0.9674633624258416,Course Content and Structure,video watched explaining concept learn implemented real world also liked topic time series forecasting use case focused stock market topic large content would better break slide reading note slide daunting mentally,neutral,0.4559
06-11-25 12:19,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",73,Male,Group C,4,4,5,5,5,4,5,4,5,4,5,3,3,3,3,3,3,4,3,5,3,2,2,2,3,2,3,3,2,2,2,1,4,4,3,3,4,3,5,4,5,5,5,4,Data Science if it were to be condensed into a singular topic,,"1. The lecturer was quite graceful in explaining different topics and the required lab work.
2. The lab work was a bit hectic. Trying to go through each module while simultaneously covering theoretical practices was difficult.",Lab submissions should be made a little easier for the next groups.,4.5455,neutral,3.125,2.4615,4.0833,8.7,"1. The lecturer was quite graceful in explaining different topics and the required lab work.
2. The lab work was a bit hectic. Trying to go through each module while simultaneously covering theoretical practices was difficult. Lab submissions should be made a little easier for the next groups.",the lecturer was quite graceful in explaining different topics and the required lab work the lab work was a bit hectic trying to go through each module while simultaneously covering theoretical practices was difficult lab submissions should be made a little easier for the next groups,1,0.9648222088516136,Teaching Quality and Engagement,lecturer quite graceful explaining different topic required lab work lab work bit hectic trying go module simultaneously covering theoretical practice difficult lab submission made little easier next group,neutral,0.4031
06-11-25 12:19,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",74,Female,Group C,2,4,5,4,5,4,4,5,4,4,4,3,3,3,2,3,4,4,2,3,3,4,4,2,3,2,3,2,2,2,2,3,4,5,4,5,3,3,4,3,5,5,4,4,,,I liked that the lecturer would stop during the lecture and ask questions to the students. I also liked that we had quizzes at the end of each module.,,4.0909,neutral,3.0,2.6923,4.0833,17.39,I liked that the lecturer would stop during the lecture and ask questions to the students. I also liked that we had quizzes at the end of each module. ,i liked that the lecturer would stop during the lecture and ask questions to the students i also liked that we had quizzes at the end of each module,0,0.6433361033937832,Course Content and Structure,liked lecturer would stop lecture ask question student also liked quiz end module,positive,0.472
06-11-25 12:26,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",75,Male,Group C,4,5,4,5,5,3,3,5,4,2,4,1,3,2,3,4,4,4,3,4,5,3,5,3,5,1,3,2,2,2,3,3,5,5,3,4,4,1,1,3,2,2,4,5,"A separate application topic that links all the topics to real life jobs, rather than the end of every topic or in-between.Should not be examinable but should give the learner a more focused topic on how a topic can be used outside learning (reducing forgetfulness)",,"1. Having the online class as the teaching class and the physical class as the practical class. (Helps enhanced understanding since any problem would be instantly helped and you usually repeat what you said in the online class as you show it practically)
2. The labs were a good source of understanding","Less slides, a manageable amount for reading for exams should probably be released at the end of the semester",4.0,neutral,3.0,3.1538,3.25,21.74,"1. Having the online class as the teaching class and the physical class as the practical class. (Helps enhanced understanding since any problem would be instantly helped and you usually repeat what you said in the online class as you show it practically)
2. The labs were a good source of understanding Less slides, a manageable amount for reading for exams should probably be released at the end of the semester",having the online class as the teaching class and the physical class as the practical class helps enhanced understanding since any problem would be instantly helped and you usually repeat what you said in the online class as you show it practically the labs were a good source of understanding less slides a manageable amount for reading for exams should probably be released at the end of the semester,1,0.9687894776487612,Teaching Quality and Engagement,online class teaching class physical class practical class help enhanced understanding since problem would instantly helped usually repeat said online class show practically lab good source understanding le slide manageable amount reading exam probably released end semester,negative,0.4461
06-11-25 12:32,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",76,Male,Group C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,None in mind,None in mind,The lab exposure,None to comment,3.0,negative,3.125,3.0769,3.75,0.0,The lab exposure None to comment,the lab exposure none to comment,3,0.729447107340807,Learning Resources and Materials,lab exposure none comment,negative,0.431
06-11-25 12:36,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",77,Male,Group A,4,5,4,5,3,4,5,3,4,5,5,5,3,2,2,4,3,5,5,4,5,2,4,5,5,2,1,1,4,4,1,5,5,5,5,5,5,5,1,1,5,4,5,4,"Automation, Cybersecurity, ethics, data privacy, Convolutional neural network, Machine Learning, Penetration Testing","Relational Database, Non relational Database","The Quizs, The Coding part","Reduce the Notes Pleaaseeee!!!!! A lot of Content 
you can imagine 200-300 slides to read, this is a bit much 

Also To Teach us how code or explain the Lab submission Requirement 
",4.2727,neutral,3.625,3.3077,4.1667,0.0,"The Quizs, The Coding part Reduce the Notes Pleaaseeee!!!!! A lot of Content 
you can imagine 200-300 slides to read, this is a bit much 

Also To Teach us how code or explain the Lab submission Requirement 
",the quizs the coding part reduce the notes pleaaseeee a lot of content you can imagine slides to read this is a bit much also to teach us how code or explain the lab submission requirement,0,0.9463189283175024,Course Content and Structure,quiz coding part reduce note pleaaseeee lot content imagine slide read bit much also teach u code explain lab submission requirement,neutral,0.515
06-11-25 13:00,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",78,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Advanced Querying and Data Modeling,,"Hands-on, Practical Learning, Clear Guidance and Structured Content",Include more real-world case studies or industry-based projects,5.0,positive,5.0,5.0,5.0,8.7,"Hands-on, Practical Learning, Clear Guidance and Structured Content Include more real-world case studies or industry-based projects",hands on practical learning clear guidance and structured content include more real world case studies or industry based projects,4,0.9422004368876544,Assessment Methods and Feedback,hand practical learning clear guidance structured content include real world case study industry based project,positive,0.4903
06-11-25 13:01,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",79,Female,Group C,3,4,4,4,3,3,4,4,3,3,4,4,3,2,3,4,3,3,3,3,4,3,3,2,4,4,4,3,3,3,3,5,5,4,3,4,5,5,3,3,3,3,3,4,Not any I know of,"None, all seem relevant for now",I liked the group work and the github collaborations for lab assignment,The number of slides tends to feel very overhwhelming.,3.5455,negative,3.125,3.3846,3.75,13.04,I liked the group work and the github collaborations for lab assignment The number of slides tends to feel very overhwhelming.,i liked the group work and the github collaborations for lab assignment the number of slides tends to feel very overhwhelming,0,0.897931446535773,Course Content and Structure,liked group work github collaboration lab assignment number slide tends feel overhwhelming,negative,0.4094
06-11-25 13:07,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",80,Female,Group C,4,4,4,5,5,4,3,4,4,3,4,5,4,4,4,3,4,3,3,3,4,4,3,4,4,3,5,3,3,3,3,4,5,5,5,3,4,4,3,3,4,4,3,4,None from me,The curriculum is okay,Group work and assignments,None from me,4.0,neutral,3.75,3.5385,3.9167,21.74,Group work and assignments None from me,group work and assignments none from me,1,0.837779218004236,Teaching Quality and Engagement,group work assignment none,neutral,0.4048
06-11-25 13:19,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",81,Female,Group C,4,5,5,5,5,5,4,5,4,4,5,5,4,3,3,4,3,3,3,3,3,5,5,4,5,4,5,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,AI,Forecasting,The many course materials and coursework that helped deepen understanding,,4.6364,positive,3.5,4.1538,5.0,17.39,The many course materials and coursework that helped deepen understanding ,the many course materials and coursework that helped deepen understanding,4,0.8375723726725784,Assessment Methods and Feedback,many course material coursework helped deepen understanding,positive,0.4631
07-11-25 12:21,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",82,Male,Group B,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,3,5,4,5,5,4,5,5,4,5,5,5,5,,No,Practical Application in NVDIA stock,.,4.6364,positive,4.875,4.6154,4.75,25.0,Practical Application in NVDIA stock .,practical application in nvdia stock,0,0.7933260359952168,Course Content and Structure,practical application nvdia stock,positive,0.5614
07-11-25 12:22,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",83,Male,Group B,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,I think everything was covered,,"The lec planned his lessons really well 
The notes were descriptive enough to understand the unit",Maybe try lessen some of the notes.,2.9091,negative,3.0,2.3846,2.9167,10.0,"The lec planned his lessons really well 
The notes were descriptive enough to understand the unit Maybe try lessen some of the notes.",the lec planned his lessons really well the notes were descriptive enough to understand the unit maybe try lessen some of the notes,1,0.9172796969964736,Teaching Quality and Engagement,lec planned lesson really well note descriptive enough understand unit maybe try lessen note,negative,0.4408
07-11-25 12:22,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",84,Male,Group B,4,5,5,5,5,4,4,5,5,4,5,4,5,5,5,4,5,5,4,3,4,4,4,3,5,5,4,4,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,none,none,content delivery / further reading documents,none as for now,4.6364,positive,4.625,3.8462,5.0,30.0,content delivery / further reading documents none as for now,content delivery further reading documents none as for now,3,0.8659475605123955,Learning Resources and Materials,content delivery reading document none,positive,0.4396
07-11-25 12:23,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",85,Male,Group B,3,5,3,5,3,5,3,5,5,3,3,4,3,4,4,4,4,4,4,5,4,5,5,5,5,3,5,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,4,3,No idea,No idea,"Lab work
data analysis
docker,apis",Less assignments makes the unit hectic,3.9091,neutral,3.875,3.7692,3.0833,35.0,"Lab work
data analysis
docker,apis Less assignments makes the unit hectic",lab work data analysis docker apis less assignments makes the unit hectic,1,0.83543980519148,Teaching Quality and Engagement,lab work data analysis docker apis le assignment make unit hectic,neutral,0.4949
